tenderer,winnerUrl,winner,amount,tendererUrl,date,title
J.P. Željeznice Federacije BiH d.o.o. Sarajevo,/website/bih/company/preview/95688/JP-BH-POŠTA-d-o-o-Sarajevo,JP BH POŠTA d.o.o. Sarajevo,"25.000,00 KM",/website/bih/company/preview/95715/J-P-Željeznice-Federacije-BiH-d-o-o-Sarajevo,"
									objavljen : 22.04.2013,",Usluge pošte
Klinički centar Banja Luka,/website/bih/company/preview/101657/TIPO-KOTLOGRADNJA-d-1086-1086-Prijedor,TIPO-KOTLOGRADNJA d.о.о. Prijedor,"74.990,00 KM",/website/bih/company/preview/95683/Klinički-centar-Banja-Luka,"
									objavljen : 22.04.2013,",Angažovanje vanjskog saradnika za pripremu kotlova - parni kotao BKG 60a (fabrički broj 13407) i vrelovodni kotao BKG 60a (fabrički broj 18167) - kotlarnica Paprikovac radi dobijanja upotrebne dozvole od strane Republičkog termo-energetskog inspektora
J.P. Elektroprivreda BiH d.d. Sarajevo - Termoelektrana Kakanj,/website/bih/company/preview/95197/EMAX-d-o-o-Tuzla,EMAX d.o.o. Tuzla,"48.554,40 KM",/website/bih/company/preview/5003382/J-P-Elektroprivreda-BiH-d-d-Sarajevo-Termoelektrana-Kakanj,"
									objavljen : 22.04.2013,",Nabavka ležajeva u Podružnicu Termoelektrana Kakanj
J.P. Elektroprivreda BiH d.d. Sarajevo - Termoelektrana Kakanj,/website/bih/company/preview/95117/SIEMENS-d-o-o-Sarajevo,SIEMENS d.o.o Sarajevo,"48.291,20 KM",/website/bih/company/preview/5003382/J-P-Elektroprivreda-BiH-d-d-Sarajevo-Termoelektrana-Kakanj,"
									objavljen : 22.04.2013,","Nabavka i ugradnja 0,4 kV prekidača u Podružnicu Termoelektrana Kakanj"
J.P. Elektroprivreda BiH d.d. Sarajevo - Termoelektrana Kakanj,/website/bih/company/preview/97076/ENKER-d-d-Tešanj,ENKER d.d Tešanj,"24.970,00 KM",/website/bih/company/preview/5003382/J-P-Elektroprivreda-BiH-d-d-Sarajevo-Termoelektrana-Kakanj,"
									objavljen : 22.04.2013,",Oblaganje poda kracera keramičkim pločicama na bloku 5 u Podružnici Termoelektrana Kakanj Kakanj
MUP ZDK Zenica,/website/bih/company/preview/102055/TELENET-d-o-o-Sarajevo,TELENET d.o.o. Sarajevo,"69.296,00 KM",/website/bih/company/preview/96518/MUP-ZDK-Zenica,"
									objavljen : 22.04.2013,","PC računar Brand name, LCD i licenca"
MUP ZDK Zenica,/website/bih/company/preview/5082518/ALMY-GRADNJA-d-o-o-Zenica,ALMY-GRADNJA d.o.o. Zenica,"224.843,00 KM",/website/bih/company/preview/96518/MUP-ZDK-Zenica,"
									objavljen : 22.04.2013,",Izgradnja poslovnog objekta PS Kakanj-operativni dio zgrade-III faza
MUP ZDK Zenica,/website/bih/company/preview/5031502/PTD-MEN-d-o-o-Travnik,PTD MEN d.o.o Travnik,"97.020,00 KM",/website/bih/company/preview/96518/MUP-ZDK-Zenica,"
									objavljen : 22.04.2013,",Nabavka muških i ženskih košulja (dugi i kratki rukav)
Centralna Banka BiH Sarajevo,/website/bih/company/preview/5088525/SLT-d-o-o-Zenica,SLT d.o.o. Zenica,"2.713,89 KM",/website/bih/company/preview/92751/Centralna-Banka-BiH-Sarajevo,"
									objavljen : 22.04.2013,",Hitno jednokratno servisiranje autobusa Centralnog ureda Centralne banke Bosne i Hercegovine
Centralna Banka BiH Sarajevo,/website/bih/company/preview/96236/AC-QUATTRO-d-o-o-Sarajevo,AC QUATTRO d.o.o. Sarajevo,"2.445,95 KM",/website/bih/company/preview/92751/Centralna-Banka-BiH-Sarajevo,"
									objavljen : 22.04.2013,",Hitno jednokratno servisiranja putničkih vozila Centralnog ureda Centralne banke Bosne i Hercegovine
Centralna Banka BiH Sarajevo,/website/bih/company/preview/95042/Institut-za-građevinarstvo-IG-Banja-Luka,Institut za građevinarstvo IG Banja Luka,"1.719,74 KM",/website/bih/company/preview/92751/Centralna-Banka-BiH-Sarajevo,"
									objavljen : 22.04.2013,","Nabavka usluga stručnog nadzora nad dodatnim radovima u okviru izvođenja građevinsko zanatskih radova, izvođenja instalacija slabe struje uključujući instalacije u slučaju
požara,izvođenja instalacija jake struje, izvođenja mašinskih instalacija i izvođenja fasade i aluminijske bravarije  u sklopu izgradnje poslovnog objekta Glavne banke Republike Srpske Centralne banke BiH"
Grad Doboj,/website/bih/company/preview/96725/TELEFONIJA-VIDAKOVIĆ-d-1086-1086-Doboj,TELEFONIJA-VIDAKOVIĆ d.о.о. Doboj,"18.800,00 KM",/website/bih/company/preview/96301/Grad-Doboj,"
									objavljen : 22.04.2013,",Održavanje semafora na području grada Doboja u 2013.godini
JP Putevi Republike Srpske Banja Luka,/website/bih/company/preview/5090560/BEL-PRINT-d-o-o-Čelinac,BEL PRINT d.o.o. Čelinac,"127,42 KM",/website/bih/company/preview/95657/JP-Putevi-Republike-Srpske-Banja-Luka,"
									objavljen : 22.04.2013,",Sukcesivna nabavka kafe napitaka za čajnu kuhinju
Služba za zajedničke poslove institucija BiH Sarajevo,/website/bih/company/preview/5084335/CRAS-d-o-o-Sarajevo,CRAS d.o.o. Sarajevo,"64.131,00 KM",/website/bih/company/preview/95524/Služba-za-zajedničke-poslove-institucija-BiH-Sarajevo,"
									objavljen : 22.04.2013,",Materijal za klimu i grijanje
JP BH POŠTA d.o.o. Sarajevo,/website/bih/company/preview/96982/BLICDRUK-d-o-o-Sarajevo,BLICDRUK d.o.o. Sarajevo,"94.880,00 KM",/website/bih/company/preview/95688/JP-BH-POŠTA-d-o-o-Sarajevo,"
									objavljen : 22.04.2013,",Štampa i isporuka poštanskih maraka za 2013. godinu
J.P. Elektroprivreda BiH d.d. - Elektrodistribucija Zenica,/website/bih/company/preview/102824/TEHNO-PROMET-d-o-o-Zenica,TEHNO-PROMET d.o.o. Zenica,"60.000,00 KM",/website/bih/company/preview/5003406/J-P-Elektroprivreda-BiH-d-d-Elektrodistribucija-Zenica,"
									objavljen : 22.04.2013,",Izvođenje građevinsko-zanatskih radova na održavanju poslovnih objekata ED Zenica na području ZDK i SBK
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/96137/HIFA-PETROL-d-o-o-Sarajevo,HIFA PETROL d.o.o. Sarajevo,"574.113,00 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 22.04.2013,",Nabavka ekstra lakog lož ulja za kotlovnice
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/103208/KARE-d-o-o-Sarajevo,KARE d.o.o. Sarajevo,"476,40 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 22.04.2013,","Dodatna oprema vozila, rezervni i potrošni dijelovi za vozilo ŠKODA FABIA, RENAULT CANGOO, VW T-2, VW CADDY, HYNDAI H1, VW T-4, FIAT DUCATO, VW T-5 i akumulatori"
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/95984/UNIS-Automobili-i-dijelovi-d-o-o-Sarajevo,UNIS Automobili i dijelovi d.o.o. Sarajevo,"2.614,78 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 22.04.2013,",Gume i lanci
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/99476/VALVOSON-d-o-o-Busovača,VALVOSON d.o.o. Busovača,"5.092,00 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 22.04.2013,",Ulja i maziva za motorna vozila za 2013-tu godinu
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/103926/KEMIS-BH-d-o-o-Lukavac,KEMIS-BH d.o.o.  Lukavac,"70.000,00 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 22.04.2013,",Zbrinjavanje opasnog medicinskog otpada
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/98333/KAMER-COMMERCE-d-o-o-Sarajevo,KAMER COMMERCE d.o.o. Sarajevo,"17.000,00 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 22.04.2013,",Servisiranje strojeva za čišćenje podova proizvođača KARCHER
Medicinski fakultet Sarajevo,/website/bih/company/preview/102569/DEFTER-d-o-o-Sarajevo,DEFTER d.o.o. Sarajevo,"6.647,99 KM",/website/bih/company/preview/100054/Medicinski-fakultet-Sarajevo,"
									objavljen : 22.04.2013,",Sukcesivna isporuka pribora i materijala za održavanje čistoće
Srednjoškolski dom Banja Luka,/website/bih/company/preview/100324/DELE-I-SIN-d-1086-1086-Gradiška,DELE I SIN d.о.о. Gradiška,"44.480,00 KM",/website/bih/company/preview/109971/Srednjoškolski-dom-Banja-Luka,"
									objavljen : 22.04.2013,",Svježe voće i povrće
Srednjoškolski dom Banja Luka,/website/bih/company/preview/95553/NOVO-TEKS-d-o-o-Banja-Luka,NOVO-TEKS d.o.o Banja Luka,"8.354,10 KM",/website/bih/company/preview/109971/Srednjoškolski-dom-Banja-Luka,"
									objavljen : 22.04.2013,",Sredstva za higijenu i održavanje
J.P. DEP - OT Banja Luka,/website/bih/company/preview/110624/Madžar-d-o-o-Gradiška,Madžar d.o.o. Gradiška,"181.013,00 KM",/website/bih/company/preview/98738/J-P-DEP-OT-Banja-Luka,"
									objavljen : 22.04.2013,",Nabavka goriva za radne mašine
JU Dom - porodica Zenica,/website/bih/company/preview/99471/NOVA-TRGOVINA-S-d-o-o-Kakanj,NOVA TRGOVINA-S d.o.o. Kakanj,"50.908,90 KM",/website/bih/company/preview/98690/JU-Dom-porodica-Zenica,"
									objavljen : 22.04.2013,",Nabavka prehrambenih artikala
"KJU Dom za socijalno zdravstveno zbrinjavanje osoba sa invaliditetom i drugih osoba, Sarajevo",/website/bih/company/preview/98319/VINOJUG-d-o-o-Sarajevo,VINOJUG d.o.o. Sarajevo,"159.332,00 KM",/website/bih/company/preview/96266/KJU-Dom-za-socijalno-zdravstveno-zbrinjavanje-osoba-sa-invaliditetom-i-drugih-osoba-Sarajevo,"
									objavljen : 22.04.2013,",Nabavka prehrambenih proizvoda
"KJU Dom za socijalno zdravstveno zbrinjavanje osoba sa invaliditetom i drugih osoba, Sarajevo",/website/bih/company/preview/103402/REDEX-d-o-o-Banovići,REDEX d.o.o. Banovići,"130.557,00 KM",/website/bih/company/preview/96266/KJU-Dom-za-socijalno-zdravstveno-zbrinjavanje-osoba-sa-invaliditetom-i-drugih-osoba-Sarajevo,"
									objavljen : 22.04.2013,",Nabavka mesa i mesnih proizvoda
JU Sportska dvorana Laktaši,/website/bih/company/preview/100845/SUPER-PETROL-d-o-o-Bana-Luka,SUPER-PETROL d.o.o. Bana Luka,"67.017,50 KM",/website/bih/company/preview/5087399/JU-Sportska-dvorana-Laktaši,"
									objavljen : 22.04.2013,",Nabavka lož ulja i nafte za potrebe rada JU Sportska dvorana Laktaši
HT Eronet Mostar,/website/bih/company/preview/97423/GUMA-M-d-o-o-Mostar,GUMA M d.o.o. Mostar,"14.191,30 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 15.04.2013,",Nabava dodatne opreme za terenska vozila Dacia Duster
JU Zavod za zbrinjavanje mentalno invalidnih lica DRIN Fojnica,/website/bih/company/preview/96847/ŠUMAPLOD-d-o-o-Fojnica,ŠUMAPLOD d.o.o. Fojnica,"104.350,00 KM",/website/bih/company/preview/5032793/JU-Zavod-za-zbrinjavanje-mentalno-invalidnih-lica-DRIN-Fojnica,"
									objavljen : 15.04.2013,","Mlijeko i mliječni proizvodi, mesne prerađevine, konzumna jaja m klase i ostali prehrambeni proizvodi"
JU Zavod za zbrinjavanje mentalno invalidnih lica DRIN Fojnica,/website/bih/company/preview/95190/TPDC-Sarajevo,TPDC Sarajevo,"65.295,70 KM",/website/bih/company/preview/5032793/JU-Zavod-za-zbrinjavanje-mentalno-invalidnih-lica-DRIN-Fojnica,"
									objavljen : 15.04.2013,",Svježe voće i povrće
BH Telecom d.d. Sarajevo,/website/bih/company/preview/5087513/NeSeCo-d-o-o-Sarajevo,NeSeCo d.o.o. Sarajevo,"185.950,00 KM",/website/bih/company/preview/92644/BH-Telecom-d-d-Sarajevo,"
									objavljen : 15.04.2013,",Hardver i softver za Platforma za testiranje sigurnosti mreže i sistema mobilne mreže BH Telecom-a
Grad Bijeljina,/website/bih/company/preview/95606/Mojić-d-o-o-Bijeljina,Mojić d.o.o. Bijeljina,"31.315,80 KM",/website/bih/company/preview/96199/Grad-Bijeljina,"
									objavljen : 15.04.2013,",Kancelarijski materijal i štampani obrazci
JEDINSTVENI OPĆINSKI ORGAN UPRAVE OPĆINE BIHAĆ,/website/bih/company/preview/104490/REVITA-d-o-o-Cazin,REVITA d.o.o. Cazin,"38.880,00 KM",/website/bih/company/preview/5091718/JEDINSTVENI-OPĆINSKI-ORGAN-UPRAVE-OPĆINE-BIHAĆ,"
									objavljen : 15.04.2013,",Revizija finansijski izvještaja Budžeta općine za 6 fiskalnih godina
Kantonalna javna ustanova za zaštićena prirodna područja  Sarajevo,/website/bih/company/preview/98715/SELA-d-o-o-Sarajevo,SELA d.o.o. Sarajevo,"135.525,00 KM",/website/bih/company/preview/5083892/Kantonalna-javna-ustanova-za-zaštićena-prirodna-područja-Sarajevo,"
									objavljen : 15.04.2013,",Izvođenje radova na sanaciji prostora za Edukacioni centar u objektu bivšeg planinarskog doma Bijambare - Zaštićeni pejzaž Bijambare
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/97076/ENKER-d-d-Tešanj,ENKER d.d Tešanj,"174.595,00 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 15.04.2013,",Nabavka lukova i Y komada pepelovoda blokova 4 i 5 za potrebe TE Tuzla
Federalna direkcija za civilnu avijaciju/Federalna direkcija za civilno zrakoplovstvo Mostar,,,"303.154,00 KM",/website/bih/company/preview/96371/Federalna-direkcija-za-civilnu-avijaciju-Federalna-direkcija-za-civilno-zrakoplovstvo-Mostar,"
									objavljen : 15.04.2013,",Nabavka usluge izrade kompleta sigurnosne dokumentacije ua uređaj DDF04 (Radio Goniometar) za potrebe CKZP Tuzla i Mostar/FED CAD
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/106236/WOLF-THEISS-d-o-o-Sarajevo,WOLF THEISS d.o.o. Sarajevo,"36.185,40 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 15.04.2013,","Vršenje advokatskih usluga u arbitražnom postupku koji je pokrenut od strane privrednog društva MAP Trade doo Slovenska Bistrica, Republika Slovenija"
MH ERS ZP HEV a.d. Mrkonjić Grad,/website/bih/company/preview/96664/NEW-SANATRON-d-o-o-Novi-Grad,NEW SANATRON d.o.o. Novi Grad,"288.958,00 KM",/website/bih/company/preview/96937/MH-ERS-ZP-HEV-a-d-Mrkonjić-Grad,"
									objavljen : 15.04.2013,",Zamjena SO2 sistema za gašenje požara
MH ERS ZP HEV a.d. Mrkonjić Grad,/website/bih/company/preview/98288/Hi-Tel-d-o-o-Banja-Luka,Hi-Tel d.o.o. Banja Luka,"61.825,00 KM",/website/bih/company/preview/96937/MH-ERS-ZP-HEV-a-d-Mrkonjić-Grad,"
									objavljen : 15.04.2013,",Instrument za pronalaženje namotaja rotora u kratkom spoju
Opština Brod,/website/bih/company/preview/101152/JP-Komunalac-Bosanski-Brod,JP Komunalac Bosanski Brod,"59.734,70 KM",/website/bih/company/preview/95784/Opština-Brod,"
									objavljen : 15.04.2013,","Košenje javnog gradskog zelenila sa odvozom pokošenog materijala, sakupljanje i izgrabljavanje lišća s odvozom na privremeno odlagalište komunalnog otpada i održavanje hortikulture na području grada"
J.P. Elektroprivreda BiH d.d. - Elektrodistribucija Zenica,/website/bih/company/preview/98280/MAXTRADE-d-o-o-Zenica,MAXTRADE d.o.o. Zenica,"36.051,00 KM",/website/bih/company/preview/5003406/J-P-Elektroprivreda-BiH-d-d-Elektrodistribucija-Zenica,"
									objavljen : 15.04.2013,",Isporuka uredske opreme-stalna sredstva za potrebe ED Zenica
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/98198/APOMEDICAL-d-o-o-Sarajevo,APOMEDICAL d.o.o. Sarajevo,"13.750,00 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 15.04.2013,",Melfalan inj. 50mg i Busulfan inj. 60mg
Federalna direkcija za civilnu avijaciju/Federalna direkcija za civilno zrakoplovstvo Mostar,,,"211.230,00 KM",/website/bih/company/preview/96371/Federalna-direkcija-za-civilnu-avijaciju-Federalna-direkcija-za-civilno-zrakoplovstvo-Mostar,"
									objavljen : 15.04.2013,","Nabavka usluge održavanja VHF opreme za potrebe Centra kontrole zračnog prometa Sarajevo, Mostar i Tuzla"
Općina Lukavac,/website/bih/company/preview/98990/BRIJEST-d-o-o-Gračanica,BRIJEST d.o.o. Gračanica,"1.177,14 KM",/website/bih/company/preview/96588/Općina-Lukavac,"
									objavljen : 15.04.2013,",Servisiranje i popravka putničkih motornih vozila Škoda Fabia i Yeti Active u garantnom periodu
Federalna direkcija za civilnu avijaciju/Federalna direkcija za civilno zrakoplovstvo Mostar,/website/bih/company/preview/95051/Jelić-Auto-d-o-o-Mostar,Jelić Auto d.o.o. Mostar,"10.000,00 KM",/website/bih/company/preview/96371/Federalna-direkcija-za-civilnu-avijaciju-Federalna-direkcija-za-civilno-zrakoplovstvo-Mostar,"
									objavljen : 15.04.2013,",Nabavka rezervnih dijelova i usluga sevisiranja i popravke motornih vozila iz programa AUDI za potrebe Federalne direkcije za civilnu avijaciju - Federalne direkcije za civilno zrakoplovstvo
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/5087897/MINERVA-MEDICA-d-o-o-Sarajevo,MINERVA MEDICA d.o.o. Sarajevo,"45.500,00 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 15.04.2013,",Biološki aortni zalistak
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/98995/SARAJEVO-FARM-d-o-o-Sarajevo,SARAJEVO-FARM d.o.o. Sarajevo,"88.800,00 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 15.04.2013,",Contegra graft
Rudnik mrkog uglja Đurđevik d.o.o.- Đurđevik - Živinice,/website/bih/company/preview/101255/BEAT-BH-d-o-o-Živinice,BEAT BH d.o.o. Živinice,"18.300,00 KM",/website/bih/company/preview/95300/Rudnik-mrkog-uglja-Đurđevik-d-o-o-Đurđevik-Živinice,"
									objavljen : 15.04.2013,",Metanski eksploziv
Klinički centar Banja Luka,/website/bih/company/preview/95423/CENTRUM-TRADE-d-1086-1086-Banja-Luka,CENTRUM TRADE d.о.о. Banja Luka,"60.113,10 KM",/website/bih/company/preview/95683/Klinički-centar-Banja-Luka,"
									objavljen : 15.04.2013,","Nabavka stolarskog materijala, pribora i alata, materijal elektroenergetskih postrojenja, oprema i instalacije, materijal za održavanje mašinskih postrojenja, opreme i instalacija"
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/96788/MEDI-FREY-d-o-o-Sarajevo,MEDI - FREY d.o.o. Sarajevo,"32.830,00 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 15.04.2013,","Konduit aortne mehaničke valvule, graft vaskularni i proteza i pledgeti"
Klinički centar Univerziteta u Sarajevu,/website/bih/company/preview/100689/SEDŽAN-INGENERING-d-o-o-Sarajevo,SEDŽAN-INGENERING d.o.o. Sarajevo,"1.696.220,00 KM",/website/bih/company/preview/95631/Klinički-centar-Univerziteta-u-Sarajevu,"
									objavljen : 15.04.2013,",Reagensi i potrošni materijal aplikatibilan na postojeću tehnologiju HYTEC 288 ili ekvivalent u vlasništvu KCUS-a uz davanje aparata na korištenje u vrijeme trajanja okvirnog sporazuma za potrebe OJ Klinička imunologija KCUS-a
Veterinarski Fakultet Sarajevo,/website/bih/company/preview/95770/BOSNA-VET-d-o-o-Zenica,BOSNA - VET d.o.o. Zenica,"74.400,00 KM",/website/bih/company/preview/98373/Veterinarski-Fakultet-Sarajevo,"
									objavljen : 15.04.2013,",Antigen test kit za detekciju specifičnih prionskih proteina u homogeniziranom mozgu goveda i ovaca TSE-BSE/SCRAPIE i prateča oprema za ekstrakciju i homogenizaciju obexa mozga
KJP Poljoprivredno dobro Butmir d.o.o. Sarajevo-Ilidža,/website/bih/company/preview/110690/SEMAGRI-d-o-o-Sarajevo,SEMAGRI d.o.o. Sarajevo,"147.454,00 KM",/website/bih/company/preview/100066/KJP-Poljoprivredno-dobro-Butmir-d-o-o-Sarajevo-Ilidža,"
									objavljen : 15.04.2013,",Nabavka mineralnih đubriva i sjemena krmnog bilja
Zavod za zbrinjavanje mentalno invalidnih osoba Bakovići Fojnica,/website/bih/company/preview/5073450/STR-ŠANDOR-vl-Franjo-Bošnjak,STR ŠANDOR vl.Franjo Bošnjak,"64.957,30 KM",/website/bih/company/preview/101702/Zavod-za-zbrinjavanje-mentalno-invalidnih-osoba-Bakovići-Fojnica,"
									objavljen : 15.04.2013,",Nabava i isporuka svježega mesa
Zavod za zbrinjavanje mentalno invalidnih osoba Bakovići Fojnica,/website/bih/company/preview/95190/TPDC-Sarajevo,TPDC Sarajevo,"32.656,40 KM",/website/bih/company/preview/101702/Zavod-za-zbrinjavanje-mentalno-invalidnih-osoba-Bakovići-Fojnica,"
									objavljen : 15.04.2013,",Nabava i isporuka mesnih prerađevina
Zavod za zbrinjavanje mentalno invalidnih osoba Bakovići Fojnica,/website/bih/company/preview/95501/GOLD-MIGNON-d-o-o-Sarajevo,GOLD MIGNON d.o.o. Sarajevo,"16.765,60 KM",/website/bih/company/preview/101702/Zavod-za-zbrinjavanje-mentalno-invalidnih-osoba-Bakovići-Fojnica,"
									objavljen : 15.04.2013,","Nabava i isporuka deterdženata, omekšivaća, sapuna i sl., raznih artikala široke potrošnje za higijenu i sredstava za osobnu higijenu (četke, metle, brisači...)"
Dom zdravlja Dr Mladen Stojanović  Laktaši,/website/bih/company/preview/95713/NESTRO-PETROL-a-d-Banja-Luka,NESTRO PETROL a.d. Banja Luka,"37.878,70 KM",/website/bih/company/preview/98434/Dom-zdravlja-Dr-Mladen-Stojanović-Laktaši,"
									objavljen : 15.04.2013,",Dizel gorivo (euro dizel -euro IV) i benzin -bezolovni
Zavod za zbrinjavanje mentalno invalidnih osoba Bakovići Fojnica,/website/bih/company/preview/96847/ŠUMAPLOD-d-o-o-Fojnica,ŠUMAPLOD d.o.o. Fojnica,"8.683,76 KM",/website/bih/company/preview/101702/Zavod-za-zbrinjavanje-mentalno-invalidnih-osoba-Bakovići-Fojnica,"
									objavljen : 15.04.2013,","Nabava i isporuka brašna, tjestenine, palente, mlijeka u tetrapaku i mliječnih proizvoda, jestivoga suncokretovoga ulja, začina, raznih prehrambenih artikala i kokošjih jaja"
Kazneno-popravni zavod zatvorenog tipa Zenica,/website/bih/company/preview/96212/EXCLUSIVE-d-o-o-Zenica,EXCLUSIVE d.o.o. Zenica,"126.921,00 KM",/website/bih/company/preview/95711/Kazneno-popravni-zavod-zatvorenog-tipa-Zenica,"
									objavljen : 15.04.2013,",Kancelarijski materijal i pribor
Kazneno-popravni zavod zatvorenog tipa Zenica,/website/bih/company/preview/98666/INTER-COM-d-o-o-Zenica,INTER-COM d.o.o. Zenica,"158.220,00 KM",/website/bih/company/preview/95711/Kazneno-popravni-zavod-zatvorenog-tipa-Zenica,"
									objavljen : 15.04.2013,",Nabavka htz opreme
Općina Kladanj,/website/bih/company/preview/95794/TB-INŽENJERING-d-o-o-Breza,TB INŽENJERING d.o.o Breza,"76.330,50 KM",/website/bih/company/preview/96579/Općina-Kladanj,"
									objavljen : 15.04.2013,",Izvođenje radova na projektu Izgradnja kolektora i kanalizacione mreže u užem centru grada Kladnja -II faza
Institut za akreditiranje Bosne i Hercegovine - BATA Sarajevo,/website/bih/company/preview/100184/UNIONKOMERC-d-o-o-Sarajevo,UNIONKOMERC d.o.o. Sarajevo,"34.188,00 KM",/website/bih/company/preview/99878/Institut-za-akreditiranje-Bosne-i-Hercegovine-BATA-Sarajevo,"
									objavljen : 15.04.2013,",Nabavka avio karata
Županijska bolnica Dr. fra Mihovil Sučić Livno,/website/bih/company/preview/97227/Derby-Trade-d-o-o-Brčko,Derby Trade d.o.o. Brčko,"128.000,00 KM",/website/bih/company/preview/101047/Županijska-bolnica-Dr-fra-Mihovil-Sučić-Livno,"
									objavljen : 15.04.2013,",Nabava endoskopskog stupa za kolonoskopiju i gastroskopiju
JZU Dom zdravlja Gračanica,/website/bih/company/preview/96885/DIAMEDIC-d-o-o-Sarajevo,DIAMEDIC d.o.o Sarajevo,"47.163,20 KM",/website/bih/company/preview/98426/JZU-Dom-zdravlja-Gračanica,"
									objavljen : 15.04.2013,",Nabavka reagenasa i ostalog pratećeg potrošnog materijala za aparat Dimension Xpand Plus
JZU Dom zdravlja Gračanica,/website/bih/company/preview/95942/BROMA-BEL-d-o-o-Laktaši,BROMA BEL d.o.o. Laktaši,"16.918,00 KM",/website/bih/company/preview/98426/JZU-Dom-zdravlja-Gračanica,"
									objavljen : 15.04.2013,",Nabavka reagenasa i ostalog pratećeg potrošnog materijala za aparat Sysmex KX-21 N
KJKP SARAJEVO-GAS d.o.o. Sarajevo,/website/bih/company/preview/5091779/PROMING-DOO-SARAJEVO,PROMING DOO SARAJEVO,"113.467,00 KM",/website/bih/company/preview/96854/KJKP-SARAJEVO-GAS-d-o-o-Sarajevo,"
									objavljen : 15.04.2013,",Nabavka goriva i maziva
JZU Dom zdravlja Srebrenik,/website/bih/company/preview/97668/HIFA-d-o-o-Tešanj,HIFA d.o.o. Tešanj,"43.435,90 KM",/website/bih/company/preview/96558/JZU-Dom-zdravlja-Srebrenik,"
									objavljen : 15.04.2013,",Nabavka goriva za potrebe Dom zdravlja
POLJOPRIVREDNI INSTITUT RS Banja Luka,/website/bih/company/preview/95713/NESTRO-PETROL-a-d-Banja-Luka,NESTRO PETROL a.d. Banja Luka,"3.446,73 KM",/website/bih/company/preview/98902/POLJOPRIVREDNI-INSTITUT-RS-Banja-Luka,"
									objavljen : 15.04.2013,",Nabavka maziva
MUP RS Banja Luka,/website/bih/company/preview/5085586/RADIĆ-s-p-Banja-Luka,RADIĆ s.p. Banja Luka,"54.532,00 KM",/website/bih/company/preview/92516/MUP-RS-Banja-Luka,"
									objavljen : 15.04.2013,",Nabavka pekarskih i slastičarskih proizvoda
MH ERS ZP ELEKTRO DOBOJ a.d. Doboj,,,"82.144,90 KM",/website/bih/company/preview/92375/MH-ERS-ZP-ELEKTRO-DOBOJ-a-d-Doboj,"
									objavljen : 15.04.2013,","Nabavka četveropolnih rednih stezaljki 500V, IP40 za priključke"
MH ERS ZP ELEKTRO DOBOJ a.d. Doboj,/website/bih/company/preview/93113/INVING-INVEST-INŽINJERING-d-o-o-Prijedor,INVING INVEST INŽINJERING d.o.o. Prijedor,"55.220,00 KM",/website/bih/company/preview/92375/MH-ERS-ZP-ELEKTRO-DOBOJ-a-d-Doboj,"
									objavljen : 15.04.2013,",Nabavka pocinčane trake i ukrsnih komada
MH ERS ZP ELEKTRO DOBOJ a.d. Doboj,/website/bih/company/preview/95890/FALCON-d-o-o-Bijeljina,FALCON d.o.o. Bijeljina,"21.452,00 KM",/website/bih/company/preview/92375/MH-ERS-ZP-ELEKTRO-DOBOJ-a-d-Doboj,"
									objavljen : 15.04.2013,","Nabavka spojnih čaura, kabl stopica, stezaljki, PVC crijeva, obujmica, konzola, opreme za prihvatanje SN SKS-a i stezaljki za NN SKS"
